fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2021-03-31,USD,1042000000,222000000,None,None,None,140000000,83000000,None,None,641000000,265000000,-1169000000,400000000,304000000,304000000,None,122000000,122000000,None,0,0,None,-304000000,None,138000000,None,641000000,EBAY
2020-12-31,USD,758000000,344000000,None,None,None,559000000,168000000,8000000,None,2126000000,214000000,-549000000,0,427000000,427000000,None,110000000,110000000,None,35000000,0,None,-392000000,None,2126000000,None,845000000,EBAY
2020-09-30,USD,105000000,368000000,None,None,None,6000000,130000000,None,None,664000000,1711000000,-1773000000,0,680000000,680000000,None,111000000,111000000,None,5000000,0,None,-675000000,None,-65000000,None,664000000,EBAY
2020-06-30,USD,964000000,108000000,None,None,None,10000000,98000000,None,None,746000000,-637000000,-209000000,0,33000000,33000000,None,112000000,112000000,None,45000000,771000000,None,12000000,None,634000000,None,746000000,EBAY
2020-03-31,USD,592000000,177000000,None,None,None,10000000,98000000,None,None,3412000000,2506000000,-3161000000,0,3997000000,3997000000,None,114000000,114000000,None,5000000,994000000,None,-3992000000,None,-63000000,None,3412000000,EBAY
2019-12-31,USD,811000000,158000000,None,None,None,552000000,139000000,None,None,2135000000,358000000,-1108000000,0,1002000000,1002000000,None,113000000,113000000,None,47000000,0,None,-955000000,None,2135000000,None,556000000,EBAY
2019-09-30,USD,1009000000,114000000,None,None,None,13000000,96000000,None,None,310000000,1143000000,-2725000000,0,1022000000,1022000000,None,115000000,115000000,None,4000000,0,None,-1018000000,None,310000000,None,310000000,EBAY
2019-06-30,USD,744000000,185000000,None,None,None,14000000,137000000,None,None,403000000,728000000,-1653000000,0,1518000000,1518000000,None,120000000,120000000,None,50000000,0,None,-1468000000,None,403000000,None,402000000,EBAY
2019-03-31,USD,550000000,229000000,None,None,None,15000000,182000000,None,None,521000000,558000000,-1605000000,0,1431000000,1431000000,None,125000000,125000000,None,5000000,0,None,-1426000000,None,-497000000,None,518000000,EBAY
2018-12-31,USD,1233000000,86000000,None,None,None,542000000,130000000,-98000000,None,2259000000,421000000,-1511000000,0,1511000000,1511000000,None,0,125000000,None,39000000,0,None,-1472000000,None,2259000000,None,760000000,EBAY
2018-09-30,USD,558000000,270000000,None,None,None,15000000,179000000,None,None,720000000,926000000,-1020000000,0,991000000,991000000,None,0,125000000,None,3000000,0,None,-988000000,None,720000000,1000000,721000000,EBAY
2018-06-30,USD,372000000,422000000,None,None,None,18000000,184000000,None,None,638000000,-151000000,-1042000000,0,991000000,991000000,None,0,125000000,None,58000000,0,None,-933000000,None,638000000,-89000000,642000000,EBAY
2018-03-31,USD,495000000,194000000,None,None,None,16000000,158000000,None,None,407000000,1698000000,-1825000000,0,1009000000,1009000000,None,0,None,None,9000000,0,None,-1000000000,None,406000000,38000000,407000000,EBAY
2017-12-31,USD,988000000,159000000,None,None,None,564000000,192000000,-195000000,None,2023000000,212000000,-896000000,0,922000000,922000000,None,None,None,None,46000000,0,None,-876000000,None,360000000,54000000,-2601000000,EBAY
2017-09-30,USD,877000000,140000000,None,None,None,16000000,157000000,None,None,523000000,617000000,-2402000000,0,907000000,907000000,None,None,None,None,12000000,0,None,-895000000,None,-876000000,33000000,520000000,EBAY
2017-06-30,USD,699000000,140000000,None,None,None,16000000,182000000,None,None,27000000,-2010000000,1932000000,0,507000000,507000000,None,None,None,None,51000000,2484000000,None,-456000000,None,657000000,37000000,29000000,EBAY
2017-03-31,USD,582000000,154000000,None,None,None,16000000,135000000,None,None,1035000000,-114000000,-418000000,0,410000000,410000000,None,None,None,None,11000000,0,None,-399000000,None,163000000,114000000,1035000000,EBAY
2016-12-31,USD,620000000,411000000,None,None,None,567000000,136000000,None,None,1856000000,551000000,-926000000,0,941000000,941000000,None,None,None,None,35000000,0,None,-906000000,None,63000000,-191000000,5936000000,EBAY
2021-09-30,USD,622700000,14800000,None,103500000,52500000,57700000,178200000,81900000,-23700000,328600000,-290700000,-841000000,1500000,7200000,7200000,None,139900000,139900000,None,None,0,None,46700000,None,328600000,None,328600000,ECL
2021-06-30,USD,503000000,14900000,None,75300000,118800000,52200000,143500000,42700000,57600000,313600000,-155400000,-135200000,-6800000,8800000,8800000,None,139900000,139900000,None,None,0,None,11500000,None,313600000,None,313600000,ECL
2021-03-31,USD,295300000,21600000,None,-112900000,57600000,215200000,102100000,-23600000,45900000,196500000,-192400000,-183100000,5800000,61800000,61800000,None,146700000,146700000,None,None,0,None,-41700000,None,-80200000,None,196500000,ECL
2020-12-31,USD,649800000,814200000,None,3700000,-118400000,207200000,126700000,-57100000,3400000,304900000,-61800000,-370500000,-231000000,21600000,21600000,None,139000000,139000000,None,None,0,None,20200000,None,682900000,None,682900000,ECL
2020-09-30,USD,451800000,16000000,None,-107600000,-5100000,58900000,111700000,-2400000,24200000,249300000,-173800000,-690300000,-288900000,19900000,19900000,None,138600000,138600000,None,None,1087000000,None,-8900000,None,249300000,None,249300000,ECL
2020-06-30,USD,386800000,13500000,None,-98000000,-45900000,50800000,89900000,-172300000,113900000,-2029900000,-13200000,-546800000,-503200000,9700000,9700000,None,137700000,137700000,None,None,2300000,None,95600000,None,-2029900000,None,-2029900000,ECL
2020-03-31,USD,371800000,20600000,None,-25700000,151000000,249600000,160700000,76200000,38000000,290200000,-165700000,1265800000,957600000,95000000,95000000,None,145500000,145500000,None,None,766600000,None,-11600000,None,1471900000,None,283400000,ECL
2019-12-31,USD,821000000,619000000,None,91600000,-87800000,244700000,250200000,61500000,-64500000,434300000,-269900000,-502100000,-401500000,5100000,5100000,None,136900000,136800000,None,None,0,None,10000000,None,434300000,None,429600000,ECL
2019-09-30,USD,682100000,183000000,None,93100000,41000000,79700000,179900000,500000,-9400000,469300000,-271700000,-371900000,-284900000,1100000,1100000,None,137300000,136300000,None,None,0,None,50900000,None,469300000,None,464200000,ECL
2019-06-30,USD,539500000,111500000,None,41400000,155400000,80700000,183500000,83200000,-31400000,372200000,-180100000,-358100000,-53500000,216100000,216100000,None,139300000,138400000,None,None,0,None,-164100000,None,372200000,None,368600000,ECL
2019-03-31,USD,378100000,19000000,None,-127800000,69100000,238800000,187000000,-8000000,83000000,300400000,-477400000,-117500000,487900000,131400000,131400000,None,141400000,141400000,None,None,0,None,-63700000,None,-216800000,None,296500000,ECL
2018-12-31,USD,827300000,597800000,None,187700000,30500000,237900000,213000000,2800000,-70700000,400200000,-381100000,-353200000,226100000,241000000,241000000,None,125700000,124000000,None,None,0,None,-212300000,None,400200000,None,395100000,ECL
2018-09-30,USD,664700000,14000000,None,-10800000,100900000,78600000,221600000,72800000,52300000,438300000,-204500000,-313000000,-107000000,105600000,105600000,None,118500000,118500000,None,None,0,None,-70200000,None,438300000,None,435400000,ECL
2018-06-30,USD,298500000,18900000,None,-133200000,210200000,80100000,209200000,122400000,41700000,353600000,-188600000,-241500000,-131600000,700000,700000,None,128900000,128900000,None,None,0,None,21300000,None,353600000,None,351300000,ECL
2018-03-31,USD,487200000,30900000,None,22400000,44300000,231100000,203300000,-33900000,77200000,248200000,-255800000,-265000000,354300000,215100000,215100000,None,123400000,123400000,None,None,0,None,-186700000,None,-33600000,None,247300000,ECL
2017-12-31,USD,646400000,511100000,None,316100000,94200000,227800000,274600000,68300000,-31400000,568400000,-305100000,-322200000,-231500000,12600000,12600000,None,118400000,118400000,None,None,814400000,None,8200000,None,2300000,-16800000,565900000,ECL
2017-09-30,USD,585200000,94000000,None,49400000,42600000,77600000,215800000,39500000,21100000,396600000,-218000000,-426500000,-722000000,86600000,86600000,None,107400000,107400000,None,None,0,None,-78200000,None,-51600000,7700000,392400000,ECL
2017-06-30,USD,434000000,14000000,None,-39000000,84500000,77100000,210700000,60300000,28300000,296300000,-208600000,-169500000,51000000,126600000,126600000,None,109700000,109700000,None,None,0,None,-97700000,None,48600000,-7300000,296600000,ECL
2017-03-31,USD,425700000,23000000,None,-60600000,4900000,216000000,167500000,-76300000,67500000,257300000,-995300000,395500000,858800000,374500000,374500000,None,113200000,113200000,None,None,0,None,-348800000,None,-115300000,5000000,253500000,ECL
2016-12-31,USD,448000000,630200000,None,-52200000,73600000,212600000,246000000,36900000,15800000,372000000,-191800000,-44800000,-84000000,1800000,1800000,None,103000000,103000000,None,None,1596200000,None,12700000,None,146800000,-8700000,366300000,ECL
2021-09-30,USD,958000000,320000000,None,-318000000,420000000,619000000,1355000000,413000000,7000000,-297000000,-1242000000,724000000,220000000,None,None,None,314000000,247000000,None,3000000,845000000,0,3000000,None,-297000000,None,-341000000,EIX
2021-06-30,USD,-1446000000,145000000,None,203000000,299000000,548000000,1235000000,308000000,-9000000,361000000,-1130000000,2271000000,297000000,None,None,None,268000000,247000000,None,10000000,2730000000,-2000000,8000000,None,361000000,None,318000000,EIX
2021-03-31,USD,72000000,263000000,None,-319000000,-3000000,542000000,1358000000,-15000000,12000000,290000000,-1282000000,1511000000,-202000000,None,0,0,279000000,247000000,None,15000000,1223000000,1237000000,1252000000,None,301000000,None,259000000,EIX
2020-12-31,USD,192000000,147000000,4000000,395000000,-254000000,517000000,1587000000,-273000000,19000000,552000000,-1277000000,1080000000,2099000000,None,0,0,258000000,237000000,None,16000000,347000000,0,-306000000,None,552000000,None,526000000,EIX
2020-09-30,USD,446000000,320000000,30000000,-295000000,453000000,507000000,1383000000,448000000,5000000,-242000000,-1302000000,424000000,623000000,None,0,0,274000000,237000000,None,12000000,0,0,12000000,None,-242000000,None,-288000000,EIX
2020-06-30,USD,310000000,136000000,0,79000000,98000000,504000000,1246000000,78000000,20000000,348000000,-1114000000,-8000000,0,None,0,0,252000000,228000000,None,810000000,1007000000,0,811000000,None,348000000,None,318000000,EIX
2020-03-31,USD,315000000,233000000,0,-88000000,29000000,501000000,1268000000,30000000,-1000000,213000000,-1278000000,2231000000,-550000000,None,0,0,262000000,226000000,None,74000000,1719000000,0,87000000,None,1268000000,None,183000000,EIX
2019-12-31,USD,510000000,123000000,20000000,331000000,-292000000,487000000,1380000000,-307000000,15000000,173000000,-1333000000,345000000,550000000,None,0,0,241000000,216000000,None,226000000,794000000,0,233000000,None,173000000,None,143000000,EIX
2019-09-30,USD,-1415000000,281000000,0,146000000,330000000,479000000,1262000000,311000000,19000000,502000000,-1209000000,2907000000,-213000000,None,0,0,231000000,195000000,None,2165000000,1220000000,0,2191000000,None,502000000,None,471000000,EIX
2019-06-30,USD,388000000,101000000,65000000,148000000,100000000,339000000,1161000000,81000000,19000000,422000000,-1150000000,642000000,29000000,None,0,0,223000000,199000000,None,0,595000000,0,3000000,None,422000000,None,392000000,EIX
2019-03-31,USD,210000000,200000000,0,-350000000,21000000,498000000,1074000000,-9000000,30000000,308000000,-986000000,1009000000,-538000000,None,0,0,236000000,200000000,None,0,1087000000,0,22000000,None,233000000,None,278000000,EIX
2018-12-31,USD,906000000,86000000,43000000,294000000,-262000000,301000000,1268000000,-286000000,24000000,-1400000000,-1226000000,393000000,617000000,None,0,0,222000000,197000000,None,None,0,0,6000000,None,-1400000000,None,-1430000000,EIX
2018-09-30,USD,1054000000,255000000,-1000000,133000000,278000000,565000000,1082000000,267000000,11000000,544000000,-1025000000,-57000000,-197000000,None,0,0,233000000,197000000,None,None,820000000,0,11000000,None,544000000,None,513000000,EIX
2018-06-30,USD,358000000,90000000,0,-44000000,142000000,595000000,1022000000,135000000,7000000,298000000,-891000000,491000000,230000000,None,0,0,221000000,197000000,None,None,634000000,0,7000000,None,298000000,None,276000000,EIX
2018-03-31,USD,859000000,164000000,93000000,-493000000,-70000000,479000000,1137000000,-77000000,7000000,242000000,-1097000000,-745000000,-2261000000,None,0,0,233000000,197000000,None,None,1783000000,0,2000000,None,-940000000,None,218000000,EIX
2017-12-31,USD,899000000,95000000,None,137000000,-372000000,524000000,1168000000,-393000000,22000000,-534000000,-1083000000,1183000000,1485000000,None,0,0,202000000,177000000,None,None,-3000000,-1000000,13000000,None,974000000,None,-545000000,EIX
2017-09-30,USD,1260000000,213000000,None,51000000,270000000,543000000,911000000,273000000,-2000000,501000000,-841000000,-399000000,341000000,None,475000000,475000000,214000000,176000000,None,None,713000000,0,-274000000,None,19000000,None,470000000,EIX
2017-06-30,USD,554000000,73000000,None,97000000,135000000,528000000,810000000,141000000,-6000000,309000000,-721000000,111000000,271000000,None,0,0,202000000,177000000,None,None,-1000000,463000000,289000000,None,-52000000,None,278000000,EIX
